Project,Package,Class,Method,Smell,Description,Method start line no,File
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0x4,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0x5,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0x6,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0x7,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0x9,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0xb,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0xd,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0x8,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0xa,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0xc,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0x8,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0xa,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0xc,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0x8,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0x9,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0xa,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0xb,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0x10,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializePropertyValueFromPropertyID,Magic Number,The method contains a magic number: 0x11,1001,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializeObjectSpaceObjectStreamOfOIDsOSIDsOrContextIDs,Long Statement,The length of the statement "LOG.debug("{}Deserialized Stream Header count: {} OsidsNotPresent {} Extended {}"`getIndent()`data.count`data.osidsStreamNotPresent`data.extendedStreamsPresent);" is 161.,1175,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializeObjectSpaceObjectStreamOfOIDsOSIDsOrContextIDs,Magic Number,The method contains a magic number: 0xffffff,1175,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializeObjectSpaceObjectStreamOfOIDsOSIDsOrContextIDs,Magic Number,The method contains a magic number: 31,1175,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,deserializeObjectSpaceObjectStreamOfOIDsOSIDsOrContextIDs,Magic Number,The method contains a magic number: 30,1175,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePtr,dumpHex,Long Statement,The length of the statement "throw new TikaMemoryLimitException("Exceeded memory limit when trying to dumpHex - " + "" + (end - offset) + " > "+ dif.size());" is 128.,1200,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePropertyEnum,getType,Magic Number,The method contains a magic number: 0x3ffffff,103,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePropertyEnum.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePropertyEnum,getType,Magic Number,The method contains a magic number: 26,103,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePropertyEnum.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePropertyEnum,getType,Magic Number,The method contains a magic number: 0x1f,103,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePropertyEnum.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePropertyEnum,getInlineBool,Magic Number,The method contains a magic number: 0x3ffffff,109,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePropertyEnum.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePropertyEnum,getInlineBool,Magic Number,The method contains a magic number: 26,109,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePropertyEnum.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePropertyEnum,getInlineBool,Magic Number,The method contains a magic number: 0x1f,109,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePropertyEnum.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePropertyEnum,getInlineBool,Magic Number,The method contains a magic number: 0x2,109,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePropertyEnum.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePropertyEnum,getInlineBool,Magic Number,The method contains a magic number: 31,109,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePropertyEnum.java
tika,org.apache.tika.parser.microsoft.onenote,OneNotePropertyEnum,getInlineBool,Magic Number,The method contains a magic number: 31,109,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePropertyEnum.java
tika,org.apache.tika.detect.microsoft.ooxml,OPCPackageDetector,detectOfficeOpenXML,Complex Method,Cyclomatic complexity of the method is 15,152,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/detect/microsoft/ooxml/OPCPackageDetector.java
tika,org.apache.tika.detect.microsoft.ooxml,OPCPackageDetector,parseOOXMLRels,Empty catch clause,The method has an empty catch block.,226,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/detect/microsoft/ooxml/OPCPackageDetector.java
tika,org.apache.tika.detect.microsoft.ooxml,OPCPackageDetector,parseOOXMLContentTypes,Empty catch clause,The method has an empty catch block.,238,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/detect/microsoft/ooxml/OPCPackageDetector.java
tika,org.apache.tika.detect.microsoft.ooxml,OPCPackageDetector,streamingDetectFinal,Magic Number,The method contains a magic number: 2,321,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/detect/microsoft/ooxml/OPCPackageDetector.java
tika,org.apache.tika.parser.microsoft.msg,TikaNameIdChunks,record,Magic Number,The method contains a magic number: 2,105,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/msg/TikaNameIdChunks.java
tika,org.apache.tika.parser.microsoft.msg,TikaNameIdChunks,record,Magic Number,The method contains a magic number: 3,105,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/msg/TikaNameIdChunks.java
tika,org.apache.tika.parser.microsoft.msg,TikaNameIdChunks,record,Magic Number,The method contains a magic number: 4,105,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/msg/TikaNameIdChunks.java
tika,org.apache.tika.parser.microsoft.msg,TikaNameIdChunks,record,Missing default,The following switch statement is missing a default case: switch (chunk.getChunkId()) {,105,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/msg/TikaNameIdChunks.java
tika,org.apache.tika.parser.microsoft.msg,TikaNameIdChunks,loadTags,Complex Conditional,The conditional expression guidStream == null || entryStream == null || stringStream == null || entryStreamBytes == null is complex.,144,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/msg/TikaNameIdChunks.java
tika,org.apache.tika.parser.microsoft.msg,TikaNameIdChunks,loadTags,Long Statement,The length of the statement "long streamID=getStreamID(propertyKind`(int)nameOffset`guid`guidIndex`n -> propertyName[0]=n`c -> propertyNameCRC32[0]=c);" is 122.,144,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/msg/TikaNameIdChunks.java
